EventID,PageNumber,PageEventEnds,OrderWithinPage,OrderPageEnd,EventLength,Chronological Order,StartDate,EndDate,Summary,event_words,chapter,event,Narrated,Hypothesized,NarratedConsciousness,Told,Remembered,Order,values
15683,73,73,73.02,73.03,0.010000000000005116,370,1865-05-03,1865-05-03,"For a second time Mr. Compson anticipates <br> Judith's discovery of the photograph on Bon's <br> corpse - adding the implication that it <br> was not the photograph she had expected <br> to find, of ""her face"" (73).  [SOURCE: Father]",35,4,NA,NA,NA,NA,415,NA,Story,415
15684,73,73,73.03,73.04,0.010000000000005116,268,1860-12-25,1860-12-25,"On Christmas morning Judith awakens to find <br> her brother and her fiance ""gone"" (73), <br> and accepts the terms of the probation <br> Henry lays down.  [SOURCE: Father]",226,4,NA,NA,NA,NA,293,NA,Plot,161
15684,73,73,73.03,73.04,0.010000000000005116,268,1860-12-25,1860-12-25,"On Christmas morning Judith awakens to find <br> her brother and her fiance ""gone"" (73), <br> and accepts the terms of the probation <br> Henry lays down.  [SOURCE: Father]",226,4,NA,NA,NA,NA,293,NA,Story,293
15685,73,73,73.04,73.05,0.009999999999990905,260,1860-12-24,1860-12-24,Mr. Compson's narrative shifts to Bon's response <br> to the rupture between Henry and Sutpen. <br>  [SOURCE: Father],85,4,NA,NA,NA,NA,283,NA,Plot,162
15685,73,73,73.04,73.05,0.009999999999990905,260,1860-12-24,1860-12-24,Mr. Compson's narrative shifts to Bon's response <br> to the rupture between Henry and Sutpen. <br>  [SOURCE: Father],85,4,NA,NA,NA,NA,283,NA,Story,283
15686,73,74,73.05,74.01,0.960000000000008,237,1860-06-10,1860-06-30,"Bon ""must have learned"" that Sutpen had <br> visited New Orleans and discovered ""his secret"" <br> - although Bon himself did not consider <br> it ""a cause for secrecy"" (73).  [SOURCE: Father]",145,4,NA,NA,NA,NA,260,NA,Plot,163
15686,73,74,73.05,74.01,0.960000000000008,237,1860-06-10,1860-06-30,"Bon ""must have learned"" that Sutpen had <br> visited New Orleans and discovered ""his secret"" <br> - although Bon himself did not consider <br> it ""a cause for secrecy"" (73).  [SOURCE: Father]",145,4,NA,NA,NA,NA,260,NA,Story,260
15687,74,75,74.01,75.01,1,182,1859-12-25,1860-12-25,"Mr. Compson begins trying to understand Charles <br> Bon - ""the curious one to me"" <br> - by summing up his experiences with <br> the Sutpen family between two Christmases (74). <br> [SOURCE: Father]",573,4,NA,NA,NA,NA,196,NA,Plot,164
15687,74,75,74.01,75.01,1,182,1859-12-25,1860-12-25,"Mr. Compson begins trying to understand Charles <br> Bon - ""the curious one to me"" <br> - by summing up his experiences with <br> the Sutpen family between two Christmases (74). <br> [SOURCE: Father]",573,4,NA,NA,NA,NA,196,NA,Story,196
15688,75,75,75.01,75.02,0.009999999999990905,499,1909-09-06,1909-09-06,"Mr. Compson reminds Quentin of ""the letter"" <br> he is still holding, and provides some <br> context for it as ""the only"" letter <br> Judith ""ever showed"" (75).  [SOURCE: Father]",73,4,NA,557,NA,NA,NA,NA,Plot,165
15688,75,75,75.01,75.02,0.009999999999990905,499,1909-09-06,1909-09-06,"Mr. Compson reminds Quentin of ""the letter"" <br> he is still holding, and provides some <br> context for it as ""the only"" letter <br> Judith ""ever showed"" (75).  [SOURCE: Father]",73,4,NA,557,NA,NA,NA,NA,Story,557
15689,75,75,75.02,75.03,0.010000000000005116,377,1865-05-03,1865-05-31,"Judith brings Bon's letter to Quentin's grandmother, <br> ""possibly on the same day"" that she <br> discovered the photograph on Bon's body - <br> which Mr. Compson now identifies as ""the <br> picture of the octoroon mistress and the <br> little boy"" (75).  [SOURCE: Father]",60,4,NA,NA,NA,NA,423,NA,Plot,166
15689,75,75,75.02,75.03,0.010000000000005116,377,1865-05-03,1865-05-31,"Judith brings Bon's letter to Quentin's grandmother, <br> ""possibly on the same day"" that she <br> discovered the photograph on Bon's body - <br> which Mr. Compson now identifies as ""the <br> picture of the octoroon mistress and the <br> little boy"" (75).  [SOURCE: Father]",60,4,NA,NA,NA,NA,423,NA,Story,423
15690,75,76,75.03,76.01,0.980000000000004,172,1859-09-01,1860-12-25,Mr. Compson speculates about the complex ways <br> in which both Judith and Henry loved <br> Bon.  [SOURCE: Father],79,4,NA,NA,NA,NA,186,NA,Plot,167
15690,75,76,75.03,76.01,0.980000000000004,172,1859-09-01,1860-12-25,Mr. Compson speculates about the complex ways <br> in which both Judith and Henry loved <br> Bon.  [SOURCE: Father],79,4,NA,NA,NA,NA,186,NA,Story,186
15691,76,77,76.01,77.01,1,170,1859-09-01,1860-12-24,"Mr. Compson describes the way Henry and <br> ""the entire undergraduate body"" at the University <br> of Mississippi were attracted to Bon: ""the <br> man handsome elegant"" with his air of <br> ""satiations plumbed and pleasures exhausted"" (76).  [SOURCE: Father]",541,4,NA,NA,NA,NA,184,NA,Plot,168
15691,76,77,76.01,77.01,1,170,1859-09-01,1860-12-24,"Mr. Compson describes the way Henry and <br> ""the entire undergraduate body"" at the University <br> of Mississippi were attracted to Bon: ""the <br> man handsome elegant"" with his air of <br> ""satiations plumbed and pleasures exhausted"" (76).  [SOURCE: Father]",541,4,NA,NA,NA,NA,184,NA,Story,184
15692,77,77,77.01,77.02,0.009999999999990905,278,1860-12-27,1865-04-30,"Mr. Compson anticipates the ""four years of <br> probation"" in which Henry, ""hoping and waiting"" <br> in what he knew was ""in vain,"" <br> waited for Bon to renounce ""the other <br> marriage"" (77).  [SOURCE: Father]",81,4,NA,NA,NA,NA,309,NA,Plot,169
15692,77,77,77.01,77.02,0.009999999999990905,278,1860-12-27,1865-04-30,"Mr. Compson anticipates the ""four years of <br> probation"" in which Henry, ""hoping and waiting"" <br> in what he knew was ""in vain,"" <br> waited for Bon to renounce ""the other <br> marriage"" (77).  [SOURCE: Father]",81,4,NA,NA,NA,NA,309,NA,Story,309
15693,77,77,77.02,77.03,0.010000000000005116,190,1859-12-25,1860-12-24,"Mr. Compson describes Bon and Judith's ""courtship"" <br> by saying ""you can not even imagine <br> [them] alone together"" (77).  [SOURCE: Father]",203,4,NA,NA,NA,NA,206,NA,Plot,170
15693,77,77,77.02,77.03,0.010000000000005116,190,1859-12-25,1860-12-24,"Mr. Compson describes Bon and Judith's ""courtship"" <br> by saying ""you can not even imagine <br> [them] alone together"" (77).  [SOURCE: Father]",203,4,NA,NA,NA,NA,206,NA,Story,206
15694,77,78,77.03,78.01,0.980000000000004,171,1859-09-01,1859-12-24,"Mr. Compson returns to the theme of <br> Bon among the college students, developing it <br> by discussing the lives they led as <br> sons of planters, and comparing those lives <br> to the lives of the slaves on <br> the same plantations.  [SOURCE: Father]",313,4,NA,NA,NA,NA,185,NA,Plot,171
15694,77,78,77.03,78.01,0.980000000000004,171,1859-09-01,1859-12-24,"Mr. Compson returns to the theme of <br> Bon among the college students, developing it <br> by discussing the lives they led as <br> sons of planters, and comparing those lives <br> to the lives of the slaves on <br> the same plantations.  [SOURCE: Father]",313,4,NA,NA,NA,NA,185,NA,Story,185
15695,78,79,78.01,79.01,1,193,1859-12-25,1860-12-24,Mr. Compson comments on Bon's apparent disinterest <br> in his own engagement.  [SOURCE: Father],180,4,NA,NA,NA,NA,209,NA,Plot,172
15695,78,79,78.01,79.01,1,193,1859-12-25,1860-12-24,Mr. Compson comments on Bon's apparent disinterest <br> in his own engagement.  [SOURCE: Father],180,4,NA,NA,NA,NA,209,NA,Story,209
15696,79,79,79.01,79.02,0.009999999999990905,359,1865-05-03,1865-05-03,"The narrative again anticipates Henry's killing Bon <br> ""four years later"" (79).  [SOURCE: Father]",15,4,NA,NA,NA,NA,402,NA,Plot,173
15696,79,79,79.01,79.02,0.009999999999990905,359,1865-05-03,1865-05-03,"The narrative again anticipates Henry's killing Bon <br> ""four years later"" (79).  [SOURCE: Father]",15,4,NA,NA,NA,NA,402,NA,Story,402
15697,79,79,79.02,79.03,0.010000000000005116,173,1859-09-01,1859-12-25,Mr. Compson suggests that somehow Henry's attraction <br> to Bon at college was the way <br> Judith became attracted to him in Yoknapatawpha. <br>  [SOURCE: Father],41,4,NA,NA,NA,NA,187,NA,Plot,174
15697,79,79,79.02,79.03,0.010000000000005116,173,1859-09-01,1859-12-25,Mr. Compson suggests that somehow Henry's attraction <br> to Bon at college was the way <br> Judith became attracted to him in Yoknapatawpha. <br>  [SOURCE: Father],41,4,NA,NA,NA,NA,187,NA,Story,187
15698,79,79,79.03,79.04,0.010000000000005116,119,1845-01-01,1858-12-31,"Mr. Compson returns to the theme of <br> Henry and Judith's extraordinarily close relationship, and <br> suggests it was fostered by the estranged <br> childhood they had at Sutpen's Hundred.  [SOURCE: Father]",99,4,NA,NA,NA,NA,130,NA,Plot,175
15698,79,79,79.03,79.04,0.010000000000005116,119,1845-01-01,1858-12-31,"Mr. Compson returns to the theme of <br> Henry and Judith's extraordinarily close relationship, and <br> suggests it was fostered by the estranged <br> childhood they had at Sutpen's Hundred.  [SOURCE: Father]",99,4,NA,NA,NA,NA,130,NA,Story,130
15699,79,80,79.04,80.01,0.9699999999999989,500,1909-09-06,1909-09-06,"Mr. Compson interrupts the story of Bon, <br> Henry and Judith to ask Quentin if <br> he can ""see"" what it all means <br> (79).  He lists several of its major events, <br> concluding that ""It does not explain,"" that <br> either ""something is missing"" or ""we are <br> not supposed to know"" (80).  [SOURCE: Narrator]",619,4,NA,558,NA,NA,NA,NA,Plot,176
15699,79,80,79.04,80.01,0.9699999999999989,500,1909-09-06,1909-09-06,"Mr. Compson interrupts the story of Bon, <br> Henry and Judith to ask Quentin if <br> he can ""see"" what it all means <br> (79).  He lists several of its major events, <br> concluding that ""It does not explain,"" that <br> either ""something is missing"" or ""we are <br> not supposed to know"" (80).  [SOURCE: Narrator]",619,4,NA,558,NA,NA,NA,NA,Story,558
15700,80,80,80.01,80.02,0.009999999999990905,182.5,1859-12-25,1860-01-03,Mr. Compson resumes the story with Bon's <br> first visit to Sutpen's Hundred.  [SOURCE: Father],36,4,NA,NA,NA,NA,197,NA,Plot,177
15700,80,80,80.01,80.02,0.009999999999990905,182.5,1859-12-25,1860-01-03,Mr. Compson resumes the story with Bon's <br> first visit to Sutpen's Hundred.  [SOURCE: Father],36,4,NA,NA,NA,NA,197,NA,Story,197
15701,80,81,80.02,81.01,0.9900000000000091,279,1860-12-28,1865-03-31,"Mr. Compson anticipates the date when Bon <br> writes Judith the letter he is holding. <br>  When Judith gets it, she begins preparing <br> a wedding dress.  [SOURCE: Father]",58,4,NA,NA,NA,NA,310,NA,Plot,178
15701,80,81,80.02,81.01,0.9900000000000091,279,1860-12-28,1865-03-31,"Mr. Compson anticipates the date when Bon <br> writes Judith the letter he is holding. <br>  When Judith gets it, she begins preparing <br> a wedding dress.  [SOURCE: Father]",58,4,NA,NA,NA,NA,310,NA,Story,310
15702,81,81,81.01,81.02,0.009999999999990905,186,1859-12-25,1860-01-03,Mr. Compson describes how Ellen saw Bon <br> when he visited Sutpen's Hundred the first <br> time.  [SOURCE: Father],27,4,NA,NA,NA,NA,202,NA,Plot,179
15702,81,81,81.01,81.02,0.009999999999990905,186,1859-12-25,1860-01-03,Mr. Compson describes how Ellen saw Bon <br> when he visited Sutpen's Hundred the first <br> time.  [SOURCE: Father],27,4,NA,NA,NA,NA,202,NA,Story,202
15703,81,81,81.02,81.03,0.010000000000005116,213,1860-05-15,1860-06-10,"Mr. Compson describes Sutpen's reaction to ""seeing <br> [Bon] once"" at Christmas by anticipating the <br> trip Sutpen takes later to New Orleans <br> to ""investigate"" Bon (81).  He again wonders about the apparent meaningless <br> of events.  [SOURCE: Father]",153,4,NA,NA,NA,NA,230,NA,Plot,180
15703,81,81,81.02,81.03,0.010000000000005116,213,1860-05-15,1860-06-10,"Mr. Compson describes Sutpen's reaction to ""seeing <br> [Bon] once"" at Christmas by anticipating the <br> trip Sutpen takes later to New Orleans <br> to ""investigate"" Bon (81).  He again wonders about the apparent meaningless <br> of events.  [SOURCE: Father]",153,4,NA,NA,NA,NA,230,NA,Story,230
15704,81,81,81.03,81.04,0.010000000000005116,198,1860-01-03,1860-01-04,"On their way back to school, Henry <br> and Bon try to visit Rosa, but <br> she is ""not at home"" (81). [SOURCE: <br> Father]",20,4,NA,NA,NA,NA,214,NA,Plot,181
15704,81,81,81.03,81.04,0.010000000000005116,198,1860-01-03,1860-01-04,"On their way back to school, Henry <br> and Bon try to visit Rosa, but <br> she is ""not at home"" (81). [SOURCE: <br> Father]",20,4,NA,NA,NA,NA,214,NA,Story,214
15705,81,81,81.04,81.05,0.009999999999990905,199,1860-01-04,1860-05-31,"Back at college, Henry decides to study <br> law, in imitation of Bon, accepting Bon <br> in ""the role of his sister's intended"" <br> (81).  [SOURCE: Father]",153,4,NA,NA,NA,NA,215,NA,Plot,182
15705,81,81,81.04,81.05,0.009999999999990905,199,1860-01-04,1860-05-31,"Back at college, Henry decides to study <br> law, in imitation of Bon, accepting Bon <br> in ""the role of his sister's intended"" <br> (81).  [SOURCE: Father]",153,4,NA,NA,NA,NA,215,NA,Story,215
15706,81,82,81.05,82.01,0.960000000000008,203,1860-01-06,1860-03-31,"After Bon's first visit to Sutpen's, Ellen <br> and Judith shop for a trousseau, making <br> a trip to Memphis for some of <br> it.  [SOURCE: Father]",88,4,NA,NA,NA,NA,220,NA,Plot,183
15706,81,82,81.05,82.01,0.960000000000008,203,1860-01-06,1860-03-31,"After Bon's first visit to Sutpen's, Ellen <br> and Judith shop for a trousseau, making <br> a trip to Memphis for some of <br> it.  [SOURCE: Father]",88,4,NA,NA,NA,NA,220,NA,Story,220
15707,82,82,82.01,82.02,0.009999999999990905,214,1860-05-15,1860-06-10,"Trusting ""no man nor woman,"" Sutpen travels <br> to New Orleans to investigate Bon (82). <br>    [SOURCE: Father]",151,4,NA,NA,NA,NA,231,NA,Plot,184
15707,82,82,82.01,82.02,0.009999999999990905,214,1860-05-15,1860-06-10,"Trusting ""no man nor woman,"" Sutpen travels <br> to New Orleans to investigate Bon (82). <br>    [SOURCE: Father]",151,4,NA,NA,NA,NA,231,NA,Story,231
15708,82,82,82.02,82.03,0.010000000000005116,220,1860-06-01,1860-06-10,"At the end of the school year, <br> Bon returns with Henry for a two-day <br> visit at Sutpen's.  Mr. Compson says he can imagine how <br> Ellen tried to ""engineer"" the courtship between <br> Bon and Judith, but not how Judith <br> and Bon - ""a myth, a phantom"" <br> - actually courted (82).  [SOURCE: Father]",245,4,NA,NA,NA,NA,237,NA,Plot,185
15708,82,82,82.02,82.03,0.010000000000005116,220,1860-06-01,1860-06-10,"At the end of the school year, <br> Bon returns with Henry for a two-day <br> visit at Sutpen's.  Mr. Compson says he can imagine how <br> Ellen tried to ""engineer"" the courtship between <br> Bon and Judith, but not how Judith <br> and Bon - ""a myth, a phantom"" <br> - actually courted (82).  [SOURCE: Father]",245,4,NA,NA,NA,NA,237,NA,Story,237
15709,82,83,82.03,83.01,0.980000000000004,378,1865-05-03,1865-05-04,"After wondering whether Bon ever did ""exist <br> at all,"" Mr. Compson reminds himself, and <br> anticipates the narrative, by talking about Judith <br> burying Bon's body in the graveyard (82). <br>  What he says about Rosa seeing that <br> body contradicts what Rosa herself says about <br> never seeing Bon, alive or dead. [SOURCE: <br> Father]",19,4,NA,NA,NA,NA,424,NA,Plot,186
15709,82,83,82.03,83.01,0.980000000000004,378,1865-05-03,1865-05-04,"After wondering whether Bon ever did ""exist <br> at all,"" Mr. Compson reminds himself, and <br> anticipates the narrative, by talking about Judith <br> burying Bon's body in the graveyard (82). <br>  What he says about Rosa seeing that <br> body contradicts what Rosa herself says about <br> never seeing Bon, alive or dead. [SOURCE: <br> Father]",19,4,NA,NA,NA,NA,424,NA,Story,424
15710,83,83,83.01,83.02,0.009999999999990905,221,1860-06-01,1860-06-10,Mr. Compson infers love from the paradoxical <br> nature of Bon and Judith's courtship.  [SOURCE: Father],40,4,NA,NA,NA,NA,244,NA,Plot,187
15710,83,83,83.01,83.02,0.009999999999990905,221,1860-06-01,1860-06-10,Mr. Compson infers love from the paradoxical <br> nature of Bon and Judith's courtship.  [SOURCE: Father],40,4,NA,NA,NA,NA,244,NA,Story,244
15711,83,83,83.02,83.03,0.010000000000005116,223,1860-06-03,1860-06-30,Mr. Compson speculates about what might have <br> happened if Henry had gone to New <br> Orleans in the summer of 1860.  [SOURCE: Father],176,4,NA,NA,246,NA,NA,NA,Plot,188
15711,83,83,83.02,83.03,0.010000000000005116,223,1860-06-03,1860-06-30,Mr. Compson speculates about what might have <br> happened if Henry had gone to New <br> Orleans in the summer of 1860.  [SOURCE: Father],176,4,NA,NA,246,NA,NA,NA,Story,246
15712,83,83,83.03,83.04,0.010000000000005116,224,1860-06-03,1860-08-31,"Through the summer, ""the last summer of <br> peace and content,"" Bon writes Judith from <br> New Orleans, while Sutpen, after returning from <br> New Orleans, waits to see what will <br> happen (83).  [SOURCE: Father]",208,4,NA,NA,NA,NA,247,NA,Plot,189
15712,83,83,83.03,83.04,0.010000000000005116,224,1860-06-03,1860-08-31,"Through the summer, ""the last summer of <br> peace and content,"" Bon writes Judith from <br> New Orleans, while Sutpen, after returning from <br> New Orleans, waits to see what will <br> happen (83).  [SOURCE: Father]",208,4,NA,NA,NA,NA,247,NA,Story,247
15713,83,84,83.04,84.01,0.9699999999999989,245,1860-09-01,1860-12-23,Henry and Bon resume their studies at <br> college.  Sutpen continues to wait.  [SOURCE: Father],84,4,NA,NA,NA,NA,268,NA,Plot,190
15713,83,84,83.04,84.01,0.9699999999999989,245,1860-09-01,1860-12-23,Henry and Bon resume their studies at <br> college.  Sutpen continues to wait.  [SOURCE: Father],84,4,NA,NA,NA,NA,268,NA,Story,268
15714,84,84,84.01,84.02,0.009999999999990905,266,1860-12-24,1860-12-24,"On Christmas Eve, while Bon is visiting <br> Sutpen's Hundred and the plantation is getting <br> ready for Christmas, something happens between Henry <br> and Sutpen.  In the quarters the slaves ""spread the <br> news"" that Henry has renounced his ""home <br> and birthright"" (84).  [SOURCE: Father, Sutpen Slaves]",189,4,NA,NA,NA,NA,289,NA,Plot,191
15714,84,84,84.01,84.02,0.009999999999990905,266,1860-12-24,1860-12-24,"On Christmas Eve, while Bon is visiting <br> Sutpen's Hundred and the plantation is getting <br> ready for Christmas, something happens between Henry <br> and Sutpen.  In the quarters the slaves ""spread the <br> news"" that Henry has renounced his ""home <br> and birthright"" (84).  [SOURCE: Father, Sutpen Slaves]",189,4,NA,NA,NA,NA,289,NA,Story,289
15717,84,85,84.02,85.01,0.9900000000000091,268.7,1860-12-25,1860-12-26,"His back ""irrevocably turned upon"" the home <br> he grew up in, Henry leads Bon <br> toward the Mississippi River, where they will <br> board a boat to travel to New <br> Orleans (85).  [SOURCE: Father]",381,4,NA,NA,NA,NA,295,NA,Plot,192
15717,84,85,84.02,85.01,0.9900000000000091,268.7,1860-12-25,1860-12-26,"His back ""irrevocably turned upon"" the home <br> he grew up in, Henry leads Bon <br> toward the Mississippi River, where they will <br> board a boat to travel to New <br> Orleans (85).  [SOURCE: Father]",381,4,NA,NA,NA,NA,295,NA,Story,295
15718,85,85,85.01,85.02,0.009999999999990905,175,1859-09-01,1860-06-30,"Mr. Compson reviews the ""year and a <br> half"" during which Henry had ""succombed"" to <br> Bon, and then vicariously ""seduced"" Judith for <br> Bon (85).  [SOURCE: Father]",121,4,NA,NA,NA,NA,189,NA,Plot,193
15718,85,85,85.01,85.02,0.009999999999990905,175,1859-09-01,1860-06-30,"Mr. Compson reviews the ""year and a <br> half"" during which Henry had ""succombed"" to <br> Bon, and then vicariously ""seduced"" Judith for <br> Bon (85).  [SOURCE: Father]",121,4,NA,NA,NA,NA,189,NA,Story,189
15719,85,85,85.02,85.03,0.010000000000005116,501,1909-09-06,1909-09-06,"Mr. Compson reminds Quentin of the letter <br> he's holding, adding some details about when <br> (1865) and where (Carolina) it was written. <br>  [SOURCE: Narrator]",52,4,NA,559,NA,NA,NA,NA,Plot,194
15719,85,85,85.02,85.03,0.010000000000005116,501,1909-09-06,1909-09-06,"Mr. Compson reminds Quentin of the letter <br> he's holding, adding some details about when <br> (1865) and where (Carolina) it was written. <br>  [SOURCE: Narrator]",52,4,NA,559,NA,NA,NA,NA,Story,559
15720,85,86,85.03,86.01,0.980000000000004,269,1860-12-25,1860-12-26,Mr. Compson returns to speculating on Bon's <br> state of mind as he and Henry <br> traveled toward New Orleans.  [SOURCE: Father],236,4,NA,296,NA,NA,NA,NA,Plot,195
15720,85,86,85.03,86.01,0.980000000000004,269,1860-12-25,1860-12-26,Mr. Compson returns to speculating on Bon's <br> state of mind as he and Henry <br> traveled toward New Orleans.  [SOURCE: Father],236,4,NA,296,NA,NA,NA,NA,Story,296
15721,86,87,86.01,87.01,1,152,1855-01-01,1859-08-31,"Mr. Compson summarizes Henry's experiences in Yoknapatawpha <br> - i.e. his ""ignorance and inexperience"" of <br> the world Bon is planning to initiate <br> him into in New Orleans (86).  The emphasis is mainly on <em>sexual</em> mores <br> in Mississippi vs. the sensuality of interracial <br> sexual relations in the city.  [SOURCE: Father]",617,4,NA,NA,NA,NA,164,NA,Plot,196
15721,86,87,86.01,87.01,1,152,1855-01-01,1859-08-31,"Mr. Compson summarizes Henry's experiences in Yoknapatawpha <br> - i.e. his ""ignorance and inexperience"" of <br> the world Bon is planning to initiate <br> him into in New Orleans (86).  The emphasis is mainly on <em>sexual</em> mores <br> in Mississippi vs. the sensuality of interracial <br> sexual relations in the city.  [SOURCE: Father]",617,4,NA,NA,NA,NA,164,NA,Story,164
15725,87,88,87.01,89.01,2,274,1860-12-27,1861-01-31,"Mr. Compson describes Bon taking Henry to <br> a house ""in a neighborhood a little <br> decadent"" (88), and showing him the ""doomed <br> and tragic"" young mixed-race women who have <br> been bred to be sold as sexual <br> slaves (89).  [SOURCE: Father]",855,4,NA,NA,NA,NA,302,NA,Plot,197
15725,87,88,87.01,89.01,2,274,1860-12-27,1861-01-31,"Mr. Compson describes Bon taking Henry to <br> a house ""in a neighborhood a little <br> decadent"" (88), and showing him the ""doomed <br> and tragic"" young mixed-race women who have <br> been bred to be sold as sexual <br> slaves (89).  [SOURCE: Father]",855,4,NA,NA,NA,NA,302,NA,Story,302
15727,89,90,89.01,90.01,1,275,1860-12-27,1861-01-31,"After the auction house, Bon takes Henry <br> to a building used as a dueling <br> arena; there is a blood stain still <br> visible on the carefully tended ground.  [SOURCE: Father]",576,4,NA,NA,NA,NA,303,NA,Plot,198
15727,89,90,89.01,90.01,1,275,1860-12-27,1861-01-31,"After the auction house, Bon takes Henry <br> to a building used as a dueling <br> arena; there is a blood stain still <br> visible on the carefully tended ground.  [SOURCE: Father]",576,4,NA,NA,NA,NA,303,NA,Story,303
15728,90,91,90.01,91.01,1,276,1860-12-27,1861-01-31,"Behind the last of the doorways Bon <br> leads Henry through in New Orleans is <br> the place ""created for and by voluptuousness"" <br> where the woman Henry calls ""a whore"" <br> and Mr. Compson calls Bon's mistress lives <br> with their child (91).  [SOURCE: Father]",168,4,NA,NA,NA,NA,304,NA,Plot,199
15728,90,91,90.01,91.01,1,276,1860-12-27,1861-01-31,"Behind the last of the doorways Bon <br> leads Henry through in New Orleans is <br> the place ""created for and by voluptuousness"" <br> where the woman Henry calls ""a whore"" <br> and Mr. Compson calls Bon's mistress lives <br> with their child (91).  [SOURCE: Father]",168,4,NA,NA,NA,NA,304,NA,Story,304
15729,91,94,91.01,94.01,3,277,1860-12-27,1861-01-31,"In ""Bon's rooms"" in New Orleans, according <br> to Mr. Compson's account, Bon tries to <br> explain the nature of his (and other <br> white aristocrats) relationship with the mixed-race women <br> they purchase as sexual companions. When Henry <br> balks at the ""marriage"" Bon has entered <br> into, Bon tries to settle the subject <br> by reminding Henry that ""this woman, this <br> child, are niggers"" (94).   [SOURCE: Father]",1382,4,NA,NA,NA,NA,305,NA,Plot,200
15729,91,94,91.01,94.01,3,277,1860-12-27,1861-01-31,"In ""Bon's rooms"" in New Orleans, according <br> to Mr. Compson's account, Bon tries to <br> explain the nature of his (and other <br> white aristocrats) relationship with the mixed-race women <br> they purchase as sexual companions. When Henry <br> balks at the ""marriage"" Bon has entered <br> into, Bon tries to settle the subject <br> by reminding Henry that ""this woman, this <br> child, are niggers"" (94).   [SOURCE: Father]",1382,4,NA,NA,NA,NA,305,NA,Story,305
15730,94,94,94.01,94.02,0.009999999999990905,297,1861-02-01,1865-04-30,Mr. Compson speculates on why Henry waited <br> through the Civil War to settle the <br> issue with Bon.  [SOURCE: Father],221,4,NA,NA,NA,NA,329,NA,Plot,201
15730,94,94,94.01,94.02,0.009999999999990905,297,1861-02-01,1865-04-30,Mr. Compson speculates on why Henry waited <br> through the Civil War to settle the <br> issue with Bon.  [SOURCE: Father],221,4,NA,NA,NA,NA,329,NA,Story,329
15731,94,95,94.02,95.01,0.9900000000000091,301,1861-05-01,1861-05-31,Henry and Bon leave New Orleans to <br> join the Confederate company organized at the <br> University of Mississippi.  Mr. Compson speculates about Henry's state of <br> mind.  (The first battle of Bull Run was <br> fought in the summer - July 21 <br> - not the spring of 1861.)  [SOURCE: Father],348,4,NA,NA,NA,NA,334,NA,Plot,202
15731,94,95,94.02,95.01,0.9900000000000091,301,1861-05-01,1861-05-31,Henry and Bon leave New Orleans to <br> join the Confederate company organized at the <br> University of Mississippi.  Mr. Compson speculates about Henry's state of <br> mind.  (The first battle of Bull Run was <br> fought in the summer - July 21 <br> - not the spring of 1861.)  [SOURCE: Father],348,4,NA,NA,NA,NA,334,NA,Story,334
15732,95,95,95.01,95.02,0.009999999999990905,280,1861-01-01,1861-08-31,"Mr. Compson speculates on Judith's reaction to <br> Henry prohibiting the marriage, and on the <br> siblings' respective characters.  [SOURCE: Father]",85,4,NA,NA,NA,NA,313,NA,Plot,203
15732,95,95,95.01,95.02,0.009999999999990905,280,1861-01-01,1861-08-31,"Mr. Compson speculates on Judith's reaction to <br> Henry prohibiting the marriage, and on the <br> siblings' respective characters.  [SOURCE: Father]",85,4,NA,NA,NA,NA,313,NA,Story,313
15733,95,95,95.02,95.03,0.010000000000005116,143,1855-01-01,1855-12-31,Mr. Compson uses the scene of Henry <br> and Judith's different reactions to their father's <br> wrestling to develop the contrast in their <br> characters.    [SOURCE: Father],51,4,NA,NA,NA,NA,155,NA,Plot,204
15733,95,95,95.02,95.03,0.010000000000005116,143,1855-01-01,1855-12-31,Mr. Compson uses the scene of Henry <br> and Judith's different reactions to their father's <br> wrestling to develop the contrast in their <br> characters.    [SOURCE: Father],51,4,NA,NA,NA,NA,155,NA,Story,155
15734,95,96,95.03,96.01,0.980000000000004,281,1861-01-01,1865-03-30,"Mr. Compson acknowledges that Judith did accept <br> Henry's ban on the marriage, but admits <br> it does not make sense to him. <br>  [SOURCE: Father]",177,4,NA,NA,NA,NA,314,NA,Plot,205
15734,95,96,95.03,96.01,0.980000000000004,281,1861-01-01,1865-03-30,"Mr. Compson acknowledges that Judith did accept <br> Henry's ban on the marriage, but admits <br> it does not make sense to him. <br>  [SOURCE: Father]",177,4,NA,NA,NA,NA,314,NA,Story,314
15735,96,96,96.01,96.02,0.009999999999990905,502,1909-09-06,1909-09-06,"Mr. Compson interrupts the story to concede <br> that sometimes ""we"" have to attribute people's <br> actions to ""some of the old virtues"" <br> (96).  [SOURCE: Narrator]",72,4,NA,561,NA,NA,NA,NA,Plot,206
15735,96,96,96.01,96.02,0.009999999999990905,502,1909-09-06,1909-09-06,"Mr. Compson interrupts the story to concede <br> that sometimes ""we"" have to attribute people's <br> actions to ""some of the old virtues"" <br> (96).  [SOURCE: Narrator]",72,4,NA,561,NA,NA,NA,NA,Story,561
15736,96,96,96.02,96.03,0.010000000000005116,282,1861-01-01,1865-03-30,"Judith submits to the new terms of <br> the relationship between her, her brother, her <br> fiance and her father.   [SOURCE: Father]",137,4,NA,NA,NA,NA,315,NA,Plot,207
