StartDate,Summary,chapter,event,Order,values,position,narrative_status,drop_value
1860-06-01,"The scene in the Square when Rosa <br> sees Henry is resumed. She thinks about <br> his appearance, while Mr. Compson describes the <br> paradoxes of her identity.  [SOURCE: Father]",3,NA,Story,234,NA,Told,234
1860-07-01,Ellen continues her ritual shopping on the <br> Square.  [SOURCE: Father],3,NA,Plot,119,NA,Told,266
1860-07-01,Ellen continues her ritual shopping on the <br> Square.  [SOURCE: Father],3,NA,Story,266,NA,Told,266
1860-07-01,"Ellen's behavior at the Coldfield house is <br> described negatively, since she no longer visits. <br> That leads Mr. Compson to talk about <br> the gathering doom that hangs over the <br> Sutpen family.  [SOURCE: Father]",3,NA,Plot,120,NA,Told,265
1860-07-01,"Ellen's behavior at the Coldfield house is <br> described negatively, since she no longer visits. <br> That leads Mr. Compson to talk about <br> the gathering doom that hangs over the <br> Sutpen family.  [SOURCE: Father]",3,NA,Story,265,NA,Told,265
1859-09-01,"The fact that Rosa never sees Charles <br> Bon leads into a description of Charles <br> Bon as worldly, shadowy, and out of <br> place in the college he and Henry <br> attend.  [SOURCE: Father]",3,NA,Plot,121,NA,Told,188
1859-09-01,"The fact that Rosa never sees Charles <br> Bon leads into a description of Charles <br> Bon as worldly, shadowy, and out of <br> place in the college he and Henry <br> attend.  [SOURCE: Father]",3,NA,Story,188,NA,Told,188
1860-01-05,"Mr. Compson describes the way Ellen talks <br> about her daughter's engagement to Bon, and <br> what the marriage will mean to her <br> family.  [SOURCE: Father]",3,NA,Plot,122,NA,Told,218
1860-01-05,"Mr. Compson describes the way Ellen talks <br> about her daughter's engagement to Bon, and <br> what the marriage will mean to her <br> family.  [SOURCE: Father]",3,NA,Story,218,NA,Told,218
1860-01-06,"Mr. Compson describes what ""Charles Bon"" meant <br> to Rosa when she thought about Judith's <br> engagement (59).  The account of Rosa reveals, for the <br> first time, why the aunt left the <br> family some years before.  [SOURCE: Father]",3,NA,Plot,123,NA,Told,221
1860-01-06,"Mr. Compson describes what ""Charles Bon"" meant <br> to Rosa when she thought about Judith's <br> engagement (59).  The account of Rosa reveals, for the <br> first time, why the aunt left the <br> family some years before.  [SOURCE: Father]",3,NA,Story,221,NA,Told,221
1860-01-07,"To Mrs. Compson, Ellen's description of Bon <br> and Judith's relationship ""sounds like a fairy <br> tale"" (60).  [SOURCE: Father]",3,NA,Plot,124,NA,Told,223
1860-01-07,"To Mrs. Compson, Ellen's description of Bon <br> and Judith's relationship ""sounds like a fairy <br> tale"" (60).  [SOURCE: Father]",3,NA,Story,223,NA,Told,223
1860-01-05,"Ellen laughs at Rosa's assertion that ""we"" <br> deserve Charles Bon - and laughs again <br> each time she retells the incident (60). <br>  [SOURCE: Father]",3,NA,Plot,125,NA,Told,217
1860-01-05,"Ellen laughs at Rosa's assertion that ""we"" <br> deserve Charles Bon - and laughs again <br> each time she retells the incident (60). <br>  [SOURCE: Father]",3,NA,Story,217,NA,Told,217
1860-06-01,"Despite Ellen's laughter, Rosa begins trying to <br> make a trousseau for Judith.  [SOURCE: Father]",3,NA,Plot,126,NA,Told,235
1860-06-01,"Despite Ellen's laughter, Rosa begins trying to <br> make a trousseau for Judith.  [SOURCE: Father]",3,NA,Story,235,NA,Told,235
1855-01-01,"Rosa's father had an arrangement with the <br> other stores on the Square to pay <br> for Rosa's purchases himself, so she never <br> had to touch ""actual cash"" (60).  [SOURCE: Father, Grandmother]",3,NA,Plot,127,NA,Told,163
1855-01-01,"Rosa's father had an arrangement with the <br> other stores on the Square to pay <br> for Rosa's purchases himself, so she never <br> had to touch ""actual cash"" (60).  [SOURCE: Father, Grandmother]",3,NA,Story,163,NA,Told,163
1860-06-01,Mr. Compson speculates that Rosa got the <br> materials for Judith's trousseau by stealing from <br> her father's store.  [SOURCE: Father],3,NA,Plot,128,NA,Told,236
1860-06-01,Mr. Compson speculates that Rosa got the <br> materials for Judith's trousseau by stealing from <br> her father's store.  [SOURCE: Father],3,NA,Story,236,NA,Told,236
1860-08-01,"Rosa does not see Ellen again until <br> her sister is ""dying in bed in <br> a darkened room,"" the ""male mainstays"" of <br> Ellen's life having vanished (61).  [SOURCE: Father]",3,NA,Plot,129,NA,Told,267
1860-08-01,"Rosa does not see Ellen again until <br> her sister is ""dying in bed in <br> a darkened room,"" the ""male mainstays"" of <br> Ellen's life having vanished (61).  [SOURCE: Father]",3,NA,Story,267,NA,Told,267
1860-11-06,"Rosa continues to work on a trousseau <br> for Judith as Henry ""vanishes,"" Lincoln is <br> elected President, and the attack on Fort <br> Sumter begins the Civil War (61).  (Lincoln's election, in November 1860, would have <br> happened before Henry ""vanishes"" at Christmas.)  [SOURCE: Father]",3,NA,Plot,130,NA,Told,271
1860-11-06,"Rosa continues to work on a trousseau <br> for Judith as Henry ""vanishes,"" Lincoln is <br> elected President, and the attack on Fort <br> Sumter begins the Civil War (61).  (Lincoln's election, in November 1860, would have <br> happened before Henry ""vanishes"" at Christmas.)  [SOURCE: Father]",3,NA,Story,271,NA,Told,271
1860-12-24,"From ""the negroes"" at the Supten plantation, <br> Rosa and the town learn of the <br> argument between Sutpen and Henry on Christmas <br> Eve, leading to Henry's ""formally adjuring his <br> father and renouncing his birthright"" (62).  [SOURCE: Father, Sutpen Slaves, Town]",3,NA,Plot,131,NA,Told,290
1860-12-24,"From ""the negroes"" at the Supten plantation, <br> Rosa and the town learn of the <br> argument between Sutpen and Henry on Christmas <br> Eve, leading to Henry's ""formally adjuring his <br> father and renouncing his birthright"" (62).  [SOURCE: Father, Sutpen Slaves, Town]",3,NA,Story,290,NA,Told,290
1860-12-26,"After Henry's renunciation of his patrimony, Sutpen <br> and Judith are seen together ""in the <br> carriage in town"" (62).  Rosa continues to sew Judith's trousseau.  [SOURCE: Father]",3,NA,Plot,132,NA,Told,301
1860-12-26,"After Henry's renunciation of his patrimony, Sutpen <br> and Judith are seen together ""in the <br> carriage in town"" (62).  Rosa continues to sew Judith's trousseau.  [SOURCE: Father]",3,NA,Story,301,NA,Told,301
1861-06-01,The Civil War begins.  Sutpen and Sartoris raise a regiment and <br> depart for Virginia.  [SOURCE: Father],3,Civil War,Plot,133,"""bottom center""",Told,338
1861-06-01,The Civil War begins.  Sutpen and Sartoris raise a regiment and <br> depart for Virginia.  [SOURCE: Father],3,Civil War,Story,338,"""bottom left""",Told,338
1866-07-01,"Mr. Compson's narrative looks ahead to what <br> will happen to Sutpen after the Civil <br> War, as indicated by his growing fat. <br>  [SOURCE: Father]",3,NA,Plot,134,NA,Told,449
1866-07-01,"Mr. Compson's narrative looks ahead to what <br> will happen to Sutpen after the Civil <br> War, as indicated by his growing fat. <br>  [SOURCE: Father]",3,NA,Story,449,NA,Told,449
1861-06-01,"Mr. Coldfield's aversion to secession and war <br> is summed up, including the way he <br> refuses to let Rosa even ""look out <br> the window at the passing soldiers"" (64). <br>  [SOURCE: Father]",3,NA,Plot,135,NA,Told,339
1861-06-01,"Mr. Coldfield's aversion to secession and war <br> is summed up, including the way he <br> refuses to let Rosa even ""look out <br> the window at the passing soldiers"" (64). <br>  [SOURCE: Father]",3,NA,Story,339,NA,Told,339
1869-08-12,"The narrative looks ahead to ""the day"" <br> when Rosa enters into ""the big family <br> bible"" the marriage of her aunt and <br> the deaths of her father, Charles Bon <br> and Thomas Sutpen (64).  [SOURCE:: Father]",3,NA,Plot,136,NA,Narrated,468
1869-08-12,"The narrative looks ahead to ""the day"" <br> when Rosa enters into ""the big family <br> bible"" the marriage of her aunt and <br> the deaths of her father, Charles Bon <br> and Thomas Sutpen (64).  [SOURCE:: Father]",3,NA,Story,468,NA,Narrated,468
1861-06-01,Goodhue Coldfield tries to drown out the <br> sound of marching soldiers by declaiming passages <br> from the Bible.  [SOURCE: Father],3,NA,Plot,137,NA,Narrated,340
1861-06-01,Goodhue Coldfield tries to drown out the <br> sound of marching soldiers by declaiming passages <br> from the Bible.  [SOURCE: Father],3,NA,Story,340,NA,Narrated,340
1861-09-01,"After Confederate troops loot his store, Goodhue <br> Coldfield nails himself into the attic and <br> ""throws the hammer out the window"" (65). <br>  Mr. Compson pronounces a kind of eulogy <br> on his ""uncompromising moral strength"" (65).  [SOURCE: Father, Grandfather]",3,NA,Plot,138,NA,Told,348
1861-09-01,"After Confederate troops loot his store, Goodhue <br> Coldfield nails himself into the attic and <br> ""throws the hammer out the window"" (65). <br>  Mr. Compson pronounces a kind of eulogy <br> on his ""uncompromising moral strength"" (65).  [SOURCE: Father, Grandfather]",3,NA,Story,348,NA,Told,348
1861-09-01,"""For three years"" Rosa struggles to feed <br> her father in the attic while writing <br> her ""odes to Southern soldiers"" (65).  [SOURCE: Father]",3,NA,Plot,139,NA,Told,349
1861-09-01,"""For three years"" Rosa struggles to feed <br> her father in the attic while writing <br> her ""odes to Southern soldiers"" (65).  [SOURCE: Father]",3,NA,Story,349,NA,Told,349
1885-01-01,"General Compson sees Rosa's ""portfolio"" of poetic <br> tributes to Confederate soldiers, the first of <br> which was written on the same day <br> that her father retreated to the attic <br> (65).  [SOURCE: Father, Grandfather]",3,NA,Plot,140,NA,Told,516
1885-01-01,"General Compson sees Rosa's ""portfolio"" of poetic <br> tributes to Confederate soldiers, the first of <br> which was written on the same day <br> that her father retreated to the attic <br> (65).  [SOURCE: Father, Grandfather]",3,NA,Story,516,NA,Told,516
1864-01-01,"Goodhue Coldfield is found dead in the <br> attic, leaving Rosa a ""pauper"" (66).  [SOURCE: Father]",3,NA,Plot,141,NA,Told,364
1864-01-01,"Goodhue Coldfield is found dead in the <br> attic, leaving Rosa a ""pauper"" (66).  [SOURCE: Father]",3,NA,Story,364,NA,Told,364
1840-01-01,"The narrative sums up Coldfield's relationship to <br> the ""two negresses"" who worked for him <br> (66).  When he acquired them (""through a debt <br> . . . not purchase""), they were <br> enslaved; he freed them immediately, but kept <br> them on as servants as they worked <br> off the amount of their ""current market <br> value""; during the War, however, they emancipated <br> themselves as soon as the first ""Yankee <br> troops"" entered the region (66).  [SOURCE: Father]",3,NA,Plot,142,NA,Told,124
1840-01-01,"The narrative sums up Coldfield's relationship to <br> the ""two negresses"" who worked for him <br> (66).  When he acquired them (""through a debt <br> . . . not purchase""), they were <br> enslaved; he freed them immediately, but kept <br> them on as servants as they worked <br> off the amount of their ""current market <br> value""; during the War, however, they emancipated <br> themselves as soon as the first ""Yankee <br> troops"" entered the region (66).  [SOURCE: Father]",3,NA,Story,124,NA,Told,124
1828-01-01,"Mr. Compson sums up, unsentimentally, the spiritual <br> accounting practices by which Mr. Coldfield organized <br> his life.  [SOURCE: Father]",3,NA,Plot,143,NA,Told,38
1828-01-01,"Mr. Compson sums up, unsentimentally, the spiritual <br> accounting practices by which Mr. Coldfield organized <br> his life.  [SOURCE: Father]",3,NA,Story,38,NA,Told,38
1865-01-01,"After her father's death, Rosa's only living <br> ""kin"" are Judith and her aunt, who <br> was ""last heard of two years ago"" <br> trying to join her husband (66).  [SOURCE: Father]",3,NA,Plot,144,NA,Told,383
1865-01-01,"After her father's death, Rosa's only living <br> ""kin"" are Judith and her aunt, who <br> was ""last heard of two years ago"" <br> trying to join her husband (66).  [SOURCE: Father]",3,NA,Story,383,NA,Told,383
1862-01-01,"Mr. Compson describes Ellen's life at Sutpen's <br> Hundred during the Civil War, after all <br> the slaves had self-emancipated themselves and the <br> big house was defined by ""emptiness, desertion"" <br> (67).  [SOURCE: Father, Rosa]",3,NA,Plot,145,NA,Told,350
1862-01-01,"Mr. Compson describes Ellen's life at Sutpen's <br> Hundred during the Civil War, after all <br> the slaves had self-emancipated themselves and the <br> big house was defined by ""emptiness, desertion"" <br> (67).  [SOURCE: Father, Rosa]",3,NA,Story,350,NA,Told,350
1860-12-25,"Mr. Compson looks back to the way <br> Henry ""vanished"" and ahead, elliptically, to the <br> way Henry would ""play his final part <br> in his family's doom"" (67).  [SOURCE: Father, Grandfather]",3,NA,Plot,146,NA,Narrated,297
1860-12-25,"Mr. Compson looks back to the way <br> Henry ""vanished"" and ahead, elliptically, to the <br> way Henry would ""play his final part <br> in his family's doom"" (67).  [SOURCE: Father, Grandfather]",3,NA,Story,297,NA,Narrated,297
1865-01-01,"Mr. Compson describes what Rosa would ""naturally"" <br> do, as a ""Southern woman, gentlewoman"" (67). <br>  [SOURCE: Father]",3,NA,Plot,147,NA,Hypothesized,384
1865-01-01,"Mr. Compson describes what Rosa would ""naturally"" <br> do, as a ""Southern woman, gentlewoman"" (67). <br>  [SOURCE: Father]",3,NA,Story,384,NA,Hypothesized,384
1865-01-01,"Mr. Compson describes what Rosa actually did <br> after her father's death, and sums up <br> the condition of the Sutpen family as <br> the Civil War nears its end.  [SOURCE: Father]",3,NA,Plot,148,NA,Told,385
1865-01-01,"Mr. Compson describes what Rosa actually did <br> after her father's death, and sums up <br> the condition of the Sutpen family as <br> the Civil War nears its end.  [SOURCE: Father]",3,NA,Story,385,NA,Told,385
1865-05-03,"Wash Jones appears in front of Rosa's <br> house, shouting her name.  [SOURCE: Father]",3,NA,Plot,149,NA,Told,410
1865-05-03,"Wash Jones appears in front of Rosa's <br> house, shouting her name.  [SOURCE: Father]",3,NA,Story,410,NA,Told,410
06-09-09,"While waiting for it to get darker, <br> Quentin imagines what Rosa is doing at <br> her house to get ready.  [SOURCE: Quentin]",4,NA,Plot,150,NA,Hypothesized,555
06-09-09,"While waiting for it to get darker, <br> Quentin imagines what Rosa is doing at <br> her house to get ready.  [SOURCE: Quentin]",4,NA,Story,555,NA,Hypothesized,555
06-09-09,"Mr. Compson brings Quentin a letter, but <br> instead of handing it to him, he <br> talks about the difficulty and danger of <br> trying to understand the past.  [SOURCE: Narrator]",4,NA,Plot,151,NA,Narrated,556
06-09-09,"Mr. Compson brings Quentin a letter, but <br> instead of handing it to him, he <br> talks about the difficulty and danger of <br> trying to understand the past.  [SOURCE: Narrator]",4,NA,Story,556,NA,Narrated,556
1860-12-24,"Mr. Compson begins telling the next chapter <br> in the Sutpen story with the sacrifice <br> that Henry made ""because"" he loved Bon <br> (71).  [SOURCE: Father]",4,NA,Plot,152,NA,Told,277
1860-12-24,"Mr. Compson begins telling the next chapter <br> in the Sutpen story with the sacrifice <br> that Henry made ""because"" he loved Bon <br> (71).  [SOURCE: Father]",4,NA,Story,277,NA,Told,277
1865-05-03,"The narrative looks ahead to the moment <br> in 1865 when Judith finds the photograph <br> on Bon's ""dead body"" (71).  [SOURCE: Father]",4,NA,Plot,153,NA,Told,414
1865-05-03,"The narrative looks ahead to the moment <br> in 1865 when Judith finds the photograph <br> on Bon's ""dead body"" (71).  [SOURCE: Father]",4,NA,Story,414,NA,Told,414
1860-12-24,"Henry rejects what his father tells him <br> ""about the woman and the child,"" though <br> he ""must have known"" it was true <br> (72).  [SOURCE: Father]",4,NA,Plot,154,NA,Told,278
1860-12-24,"Henry rejects what his father tells him <br> ""about the woman and the child,"" though <br> he ""must have known"" it was true <br> (72).  [SOURCE: Father]",4,NA,Story,278,NA,Told,278
1860-12-25,"On Christmas morning Henry rides away from <br> his home with Bon, thinking he ""will <br> still believe"" - no matter if what <br> his father told him is true (72). <br>  [SOURCE: Father]",4,NA,Plot,155,NA,NarratedConsciousness,294
1860-12-25,"On Christmas morning Henry rides away from <br> his home with Bon, thinking he ""will <br> still believe"" - no matter if what <br> his father told him is true (72). <br>  [SOURCE: Father]",4,NA,Story,294,NA,NarratedConsciousness,294
1860-12-24,"Mr. Compson ""imagines"" the scene in the <br> library when Henry repudiates both his father <br> and ""the truth"" about Bon (72).  [SOURCE: Father]",4,NA,Plot,156,NA,Told,279
1860-12-24,"Mr. Compson ""imagines"" the scene in the <br> library when Henry repudiates both his father <br> and ""the truth"" about Bon (72).  [SOURCE: Father]",4,NA,Story,279,NA,Told,279
1860-12-28,"Mr. Compson anticipates what Henry learns in <br> New Orleans, and the four-year ""probation"" he <br> imposes on Bon afterwards (72).  [SOURCE: Father]",4,NA,Plot,157,NA,NarratedConsciousness,308
1860-12-28,"Mr. Compson anticipates what Henry learns in <br> New Orleans, and the four-year ""probation"" he <br> imposes on Bon afterwards (72).  [SOURCE: Father]",4,NA,Story,308,NA,NarratedConsciousness,308
1860-12-25,"Mr. Compson describes what Henry ""must have"" <br> known and felt as he rode away <br> from home with Bon (72).  [SOURCE: Father]",4,NA,Plot,158,NA,Told,292
1860-12-25,"Mr. Compson describes what Henry ""must have"" <br> known and felt as he rode away <br> from home with Bon (72).  [SOURCE: Father]",4,NA,Story,292,NA,Told,292
1860-12-24,"Mr. Compson's focus shifts to Judith and <br> her lack of knowledge about ""what happened <br> in the library that night"" (73).  [SOURCE: Father]",4,NA,Plot,159,NA,Told,282
1860-12-24,"Mr. Compson's focus shifts to Judith and <br> her lack of knowledge about ""what happened <br> in the library that night"" (73).  [SOURCE: Father]",4,NA,Story,282,NA,Told,282
1865-05-03,"For a second time Mr. Compson anticipates <br> Judith's discovery of the photograph on Bon's <br> corpse - adding the implication that it <br> was not the photograph she had expected <br> to find, of ""her face"" (73).  [SOURCE: Father]",4,NA,Plot,160,NA,Told,415
1865-05-03,"For a second time Mr. Compson anticipates <br> Judith's discovery of the photograph on Bon's <br> corpse - adding the implication that it <br> was not the photograph she had expected <br> to find, of ""her face"" (73).  [SOURCE: Father]",4,NA,Story,415,NA,Told,415
1860-12-25,"On Christmas morning Judith awakens to find <br> her brother and her fiance ""gone"" (73), <br> and accepts the terms of the probation <br> Henry lays down.  [SOURCE: Father]",4,NA,Plot,161,NA,Told,293
1860-12-25,"On Christmas morning Judith awakens to find <br> her brother and her fiance ""gone"" (73), <br> and accepts the terms of the probation <br> Henry lays down.  [SOURCE: Father]",4,NA,Story,293,NA,Told,293
1860-12-24,Mr. Compson's narrative shifts to Bon's response <br> to the rupture between Henry and Sutpen. <br>  [SOURCE: Father],4,NA,Plot,162,NA,Told,283
1860-12-24,Mr. Compson's narrative shifts to Bon's response <br> to the rupture between Henry and Sutpen. <br>  [SOURCE: Father],4,NA,Story,283,NA,Told,283
1860-06-10,"Bon ""must have learned"" that Sutpen had <br> visited New Orleans and discovered ""his secret"" <br> - although Bon himself did not consider <br> it ""a cause for secrecy"" (73).  [SOURCE: Father]",4,NA,Plot,163,NA,Told,260
1860-06-10,"Bon ""must have learned"" that Sutpen had <br> visited New Orleans and discovered ""his secret"" <br> - although Bon himself did not consider <br> it ""a cause for secrecy"" (73).  [SOURCE: Father]",4,NA,Story,260,NA,Told,260
1859-12-25,"Mr. Compson begins trying to understand Charles <br> Bon - ""the curious one to me"" <br> - by summing up his experiences with <br> the Sutpen family between two Christmases (74). <br> [SOURCE: Father]",4,NA,Plot,164,NA,Told,196
1859-12-25,"Mr. Compson begins trying to understand Charles <br> Bon - ""the curious one to me"" <br> - by summing up his experiences with <br> the Sutpen family between two Christmases (74). <br> [SOURCE: Father]",4,NA,Story,196,NA,Told,196
06-09-09,"Mr. Compson reminds Quentin of ""the letter"" <br> he is still holding, and provides some <br> context for it as ""the only"" letter <br> Judith ""ever showed"" (75).  [SOURCE: Father]",4,NA,Plot,165,NA,Narrated,557
06-09-09,"Mr. Compson reminds Quentin of ""the letter"" <br> he is still holding, and provides some <br> context for it as ""the only"" letter <br> Judith ""ever showed"" (75).  [SOURCE: Father]",4,NA,Story,557,NA,Narrated,557
1865-05-03,"Judith brings Bon's letter to Quentin's grandmother, <br> ""possibly on the same day"" that she <br> discovered the photograph on Bon's body - <br> which Mr. Compson now identifies as ""the <br> picture of the octoroon mistress and the <br> little boy"" (75).  [SOURCE: Father]",4,NA,Plot,166,NA,Told,423
1865-05-03,"Judith brings Bon's letter to Quentin's grandmother, <br> ""possibly on the same day"" that she <br> discovered the photograph on Bon's body - <br> which Mr. Compson now identifies as ""the <br> picture of the octoroon mistress and the <br> little boy"" (75).  [SOURCE: Father]",4,NA,Story,423,NA,Told,423
1859-09-01,Mr. Compson speculates about the complex ways <br> in which both Judith and Henry loved <br> Bon.  [SOURCE: Father],4,NA,Plot,167,NA,Told,186
1859-09-01,Mr. Compson speculates about the complex ways <br> in which both Judith and Henry loved <br> Bon.  [SOURCE: Father],4,NA,Story,186,NA,Told,186
1859-09-01,"Mr. Compson describes the way Henry and <br> ""the entire undergraduate body"" at the University <br> of Mississippi were attracted to Bon: ""the <br> man handsome elegant"" with his air of <br> ""satiations plumbed and pleasures exhausted"" (76).  [SOURCE: Father]",4,NA,Plot,168,NA,Told,184
1859-09-01,"Mr. Compson describes the way Henry and <br> ""the entire undergraduate body"" at the University <br> of Mississippi were attracted to Bon: ""the <br> man handsome elegant"" with his air of <br> ""satiations plumbed and pleasures exhausted"" (76).  [SOURCE: Father]",4,NA,Story,184,NA,Told,184
1860-12-27,"Mr. Compson anticipates the ""four years of <br> probation"" in which Henry, ""hoping and waiting"" <br> in what he knew was ""in vain,"" <br> waited for Bon to renounce ""the other <br> marriage"" (77).  [SOURCE: Father]",4,NA,Plot,169,NA,Told,309
1860-12-27,"Mr. Compson anticipates the ""four years of <br> probation"" in which Henry, ""hoping and waiting"" <br> in what he knew was ""in vain,"" <br> waited for Bon to renounce ""the other <br> marriage"" (77).  [SOURCE: Father]",4,NA,Story,309,NA,Told,309
1859-12-25,"Mr. Compson describes Bon and Judith's ""courtship"" <br> by saying ""you can not even imagine <br> [them] alone together"" (77).  [SOURCE: Father]",4,NA,Plot,170,NA,Told,206
1859-12-25,"Mr. Compson describes Bon and Judith's ""courtship"" <br> by saying ""you can not even imagine <br> [them] alone together"" (77).  [SOURCE: Father]",4,NA,Story,206,NA,Told,206
1859-09-01,"Mr. Compson returns to the theme of <br> Bon among the college students, developing it <br> by discussing the lives they led as <br> sons of planters, and comparing those lives <br> to the lives of the slaves on <br> the same plantations.  [SOURCE: Father]",4,NA,Plot,171,NA,Told,185
1859-09-01,"Mr. Compson returns to the theme of <br> Bon among the college students, developing it <br> by discussing the lives they led as <br> sons of planters, and comparing those lives <br> to the lives of the slaves on <br> the same plantations.  [SOURCE: Father]",4,NA,Story,185,NA,Told,185
1859-12-25,Mr. Compson comments on Bon's apparent disinterest <br> in his own engagement.  [SOURCE: Father],4,NA,Plot,172,NA,Told,209
1859-12-25,Mr. Compson comments on Bon's apparent disinterest <br> in his own engagement.  [SOURCE: Father],4,NA,Story,209,NA,Told,209
1865-05-03,"The narrative again anticipates Henry's killing Bon <br> ""four years later"" (79).  [SOURCE: Father]",4,NA,Plot,173,NA,Told,402
1865-05-03,"The narrative again anticipates Henry's killing Bon <br> ""four years later"" (79).  [SOURCE: Father]",4,NA,Story,402,NA,Told,402
1859-09-01,Mr. Compson suggests that somehow Henry's attraction <br> to Bon at college was the way <br> Judith became attracted to him in Yoknapatawpha. <br>  [SOURCE: Father],4,NA,Plot,174,NA,Told,187
1859-09-01,Mr. Compson suggests that somehow Henry's attraction <br> to Bon at college was the way <br> Judith became attracted to him in Yoknapatawpha. <br>  [SOURCE: Father],4,NA,Story,187,NA,Told,187
1845-01-01,"Mr. Compson returns to the theme of <br> Henry and Judith's extraordinarily close relationship, and <br> suggests it was fostered by the estranged <br> childhood they had at Sutpen's Hundred.  [SOURCE: Father]",4,NA,Plot,175,NA,Told,130
1845-01-01,"Mr. Compson returns to the theme of <br> Henry and Judith's extraordinarily close relationship, and <br> suggests it was fostered by the estranged <br> childhood they had at Sutpen's Hundred.  [SOURCE: Father]",4,NA,Story,130,NA,Told,130
06-09-09,"Mr. Compson interrupts the story of Bon, <br> Henry and Judith to ask Quentin if <br> he can ""see"" what it all means <br> (79).  He lists several of its major events, <br> concluding that ""It does not explain,"" that <br> either ""something is missing"" or ""we are <br> not supposed to know"" (80).  [SOURCE: Narrator]",4,NA,Plot,176,NA,Narrated,558
06-09-09,"Mr. Compson interrupts the story of Bon, <br> Henry and Judith to ask Quentin if <br> he can ""see"" what it all means <br> (79).  He lists several of its major events, <br> concluding that ""It does not explain,"" that <br> either ""something is missing"" or ""we are <br> not supposed to know"" (80).  [SOURCE: Narrator]",4,NA,Story,558,NA,Narrated,558
1859-12-25,Mr. Compson resumes the story with Bon's <br> first visit to Sutpen's Hundred.  [SOURCE: Father],4,NA,Plot,177,NA,Told,197
1859-12-25,Mr. Compson resumes the story with Bon's <br> first visit to Sutpen's Hundred.  [SOURCE: Father],4,NA,Story,197,NA,Told,197
1860-12-28,"Mr. Compson anticipates the date when Bon <br> writes Judith the letter he is holding. <br>  When Judith gets it, she begins preparing <br> a wedding dress.  [SOURCE: Father]",4,NA,Plot,178,NA,Told,310
1860-12-28,"Mr. Compson anticipates the date when Bon <br> writes Judith the letter he is holding. <br>  When Judith gets it, she begins preparing <br> a wedding dress.  [SOURCE: Father]",4,NA,Story,310,NA,Told,310
1859-12-25,Mr. Compson describes how Ellen saw Bon <br> when he visited Sutpen's Hundred the first <br> time.  [SOURCE: Father],4,NA,Plot,179,NA,Told,202
1859-12-25,Mr. Compson describes how Ellen saw Bon <br> when he visited Sutpen's Hundred the first <br> time.  [SOURCE: Father],4,NA,Story,202,NA,Told,202
1860-05-15,"Mr. Compson describes Sutpen's reaction to ""seeing <br> [Bon] once"" at Christmas by anticipating the <br> trip Sutpen takes later to New Orleans <br> to ""investigate"" Bon (81).  He again wonders about the apparent meaningless <br> of events.  [SOURCE: Father]",4,NA,Plot,180,NA,Told,230
1860-05-15,"Mr. Compson describes Sutpen's reaction to ""seeing <br> [Bon] once"" at Christmas by anticipating the <br> trip Sutpen takes later to New Orleans <br> to ""investigate"" Bon (81).  He again wonders about the apparent meaningless <br> of events.  [SOURCE: Father]",4,NA,Story,230,NA,Told,230
1860-01-03,"On their way back to school, Henry <br> and Bon try to visit Rosa, but <br> she is ""not at home"" (81). [SOURCE: <br> Father]",4,NA,Plot,181,NA,Told,214
1860-01-03,"On their way back to school, Henry <br> and Bon try to visit Rosa, but <br> she is ""not at home"" (81). [SOURCE: <br> Father]",4,NA,Story,214,NA,Told,214
1860-01-04,"Back at college, Henry decides to study <br> law, in imitation of Bon, accepting Bon <br> in ""the role of his sister's intended"" <br> (81).  [SOURCE: Father]",4,NA,Plot,182,NA,Told,215
1860-01-04,"Back at college, Henry decides to study <br> law, in imitation of Bon, accepting Bon <br> in ""the role of his sister's intended"" <br> (81).  [SOURCE: Father]",4,NA,Story,215,NA,Told,215
1860-01-06,"After Bon's first visit to Sutpen's, Ellen <br> and Judith shop for a trousseau, making <br> a trip to Memphis for some of <br> it.  [SOURCE: Father]",4,NA,Plot,183,NA,Told,220
1860-01-06,"After Bon's first visit to Sutpen's, Ellen <br> and Judith shop for a trousseau, making <br> a trip to Memphis for some of <br> it.  [SOURCE: Father]",4,NA,Story,220,NA,Told,220
1860-05-15,"Trusting ""no man nor woman,"" Sutpen travels <br> to New Orleans to investigate Bon (82). <br>    [SOURCE: Father]",4,NA,Plot,184,NA,Told,231
1860-05-15,"Trusting ""no man nor woman,"" Sutpen travels <br> to New Orleans to investigate Bon (82). <br>    [SOURCE: Father]",4,NA,Story,231,NA,Told,231
1860-06-01,"At the end of the school year, <br> Bon returns with Henry for a two-day <br> visit at Sutpen's.  Mr. Compson says he can imagine how <br> Ellen tried to ""engineer"" the courtship between <br> Bon and Judith, but not how Judith <br> and Bon - ""a myth, a phantom"" <br> - actually courted (82).  [SOURCE: Father]",4,NA,Plot,185,NA,Told,237
1860-06-01,"At the end of the school year, <br> Bon returns with Henry for a two-day <br> visit at Sutpen's.  Mr. Compson says he can imagine how <br> Ellen tried to ""engineer"" the courtship between <br> Bon and Judith, but not how Judith <br> and Bon - ""a myth, a phantom"" <br> - actually courted (82).  [SOURCE: Father]",4,NA,Story,237,NA,Told,237
