StartDate,Summary,chapter,event,Narrated,Hypothesized,NarratedConsciousness,Told,Remembered,Order,values,position
1860-12-28,"Mr. Compson anticipates the date when Bon <br> writes Judith the letter he is holding. <br>  When Judith gets it, she begins preparing <br> a wedding dress.  [SOURCE: Father]",4,,,,,310,,Plot,178,
1860-12-28,"Mr. Compson anticipates the date when Bon <br> writes Judith the letter he is holding. <br>  When Judith gets it, she begins preparing <br> a wedding dress.  [SOURCE: Father]",4,,,,,310,,Story,310,
1859-12-25,Mr. Compson describes how Ellen saw Bon <br> when he visited Sutpen's Hundred the first <br> time.  [SOURCE: Father],4,,,,,202,,Plot,179,
1859-12-25,Mr. Compson describes how Ellen saw Bon <br> when he visited Sutpen's Hundred the first <br> time.  [SOURCE: Father],4,,,,,202,,Story,202,
1860-05-15,"Mr. Compson describes Sutpen's reaction to ""seeing <br> [Bon] once"" at Christmas by anticipating the <br> trip Sutpen takes later to New Orleans <br> to ""investigate"" Bon (81).  He again wonders about the apparent meaningless <br> of events.  [SOURCE: Father]",4,,,,,230,,Plot,180,
1860-05-15,"Mr. Compson describes Sutpen's reaction to ""seeing <br> [Bon] once"" at Christmas by anticipating the <br> trip Sutpen takes later to New Orleans <br> to ""investigate"" Bon (81).  He again wonders about the apparent meaningless <br> of events.  [SOURCE: Father]",4,,,,,230,,Story,230,
1860-01-03,"On their way back to school, Henry <br> and Bon try to visit Rosa, but <br> she is ""not at home"" (81). [SOURCE: <br> Father]",4,,,,,214,,Plot,181,
1860-01-03,"On their way back to school, Henry <br> and Bon try to visit Rosa, but <br> she is ""not at home"" (81). [SOURCE: <br> Father]",4,,,,,214,,Story,214,
1860-01-04,"Back at college, Henry decides to study <br> law, in imitation of Bon, accepting Bon <br> in ""the role of his sister's intended"" <br> (81).  [SOURCE: Father]",4,,,,,215,,Plot,182,
1860-01-04,"Back at college, Henry decides to study <br> law, in imitation of Bon, accepting Bon <br> in ""the role of his sister's intended"" <br> (81).  [SOURCE: Father]",4,,,,,215,,Story,215,
1860-01-06,"After Bon's first visit to Sutpen's, Ellen <br> and Judith shop for a trousseau, making <br> a trip to Memphis for some of <br> it.  [SOURCE: Father]",4,,,,,220,,Plot,183,
1860-01-06,"After Bon's first visit to Sutpen's, Ellen <br> and Judith shop for a trousseau, making <br> a trip to Memphis for some of <br> it.  [SOURCE: Father]",4,,,,,220,,Story,220,
1860-05-15,"Trusting ""no man nor woman,"" Sutpen travels <br> to New Orleans to investigate Bon (82). <br>    [SOURCE: Father]",4,,,,,231,,Plot,184,
1860-05-15,"Trusting ""no man nor woman,"" Sutpen travels <br> to New Orleans to investigate Bon (82). <br>    [SOURCE: Father]",4,,,,,231,,Story,231,
1860-06-01,"At the end of the school year, <br> Bon returns with Henry for a two-day <br> visit at Sutpen's.  Mr. Compson says he can imagine how <br> Ellen tried to ""engineer"" the courtship between <br> Bon and Judith, but not how Judith <br> and Bon - ""a myth, a phantom"" <br> - actually courted (82).  [SOURCE: Father]",4,,,,,237,,Plot,185,
1860-06-01,"At the end of the school year, <br> Bon returns with Henry for a two-day <br> visit at Sutpen's.  Mr. Compson says he can imagine how <br> Ellen tried to ""engineer"" the courtship between <br> Bon and Judith, but not how Judith <br> and Bon - ""a myth, a phantom"" <br> - actually courted (82).  [SOURCE: Father]",4,,,,,237,,Story,237,
1865-05-03,"After wondering whether Bon ever did ""exist <br> at all,"" Mr. Compson reminds himself, and <br> anticipates the narrative, by talking about Judith <br> burying Bon's body in the graveyard (82). <br>  What he says about Rosa seeing that <br> body contradicts what Rosa herself says about <br> never seeing Bon, alive or dead. [SOURCE: <br> Father]",4,,,,,424,,Plot,186,
1865-05-03,"After wondering whether Bon ever did ""exist <br> at all,"" Mr. Compson reminds himself, and <br> anticipates the narrative, by talking about Judith <br> burying Bon's body in the graveyard (82). <br>  What he says about Rosa seeing that <br> body contradicts what Rosa herself says about <br> never seeing Bon, alive or dead. [SOURCE: <br> Father]",4,,,,,424,,Story,424,
1860-06-01,Mr. Compson infers love from the paradoxical <br> nature of Bon and Judith's courtship.  [SOURCE: Father],4,,,,,244,,Plot,187,
1860-06-01,Mr. Compson infers love from the paradoxical <br> nature of Bon and Judith's courtship.  [SOURCE: Father],4,,,,,244,,Story,244,
1860-06-03,Mr. Compson speculates about what might have <br> happened if Henry had gone to New <br> Orleans in the summer of 1860.  [SOURCE: Father],4,,,246,,,,Plot,188,
1860-06-03,Mr. Compson speculates about what might have <br> happened if Henry had gone to New <br> Orleans in the summer of 1860.  [SOURCE: Father],4,,,246,,,,Story,246,
1860-06-03,"Through the summer, ""the last summer of <br> peace and content,"" Bon writes Judith from <br> New Orleans, while Sutpen, after returning from <br> New Orleans, waits to see what will <br> happen (83).  [SOURCE: Father]",4,,,,,247,,Plot,189,
1860-06-03,"Through the summer, ""the last summer of <br> peace and content,"" Bon writes Judith from <br> New Orleans, while Sutpen, after returning from <br> New Orleans, waits to see what will <br> happen (83).  [SOURCE: Father]",4,,,,,247,,Story,247,
1860-09-01,Henry and Bon resume their studies at <br> college.  Sutpen continues to wait.  [SOURCE: Father],4,,,,,268,,Plot,190,
1860-09-01,Henry and Bon resume their studies at <br> college.  Sutpen continues to wait.  [SOURCE: Father],4,,,,,268,,Story,268,
1860-12-24,"On Christmas Eve, while Bon is visiting <br> Sutpen's Hundred and the plantation is getting <br> ready for Christmas, something happens between Henry <br> and Sutpen.  In the quarters the slaves ""spread the <br> news"" that Henry has renounced his ""home <br> and birthright"" (84).  [SOURCE: Father, Sutpen Slaves]",4,,,,,289,,Plot,191,
1860-12-24,"On Christmas Eve, while Bon is visiting <br> Sutpen's Hundred and the plantation is getting <br> ready for Christmas, something happens between Henry <br> and Sutpen.  In the quarters the slaves ""spread the <br> news"" that Henry has renounced his ""home <br> and birthright"" (84).  [SOURCE: Father, Sutpen Slaves]",4,,,,,289,,Story,289,
1860-12-25,"His back ""irrevocably turned upon"" the home <br> he grew up in, Henry leads Bon <br> toward the Mississippi River, where they will <br> board a boat to travel to New <br> Orleans (85).  [SOURCE: Father]",4,,,,,295,,Plot,192,
1860-12-25,"His back ""irrevocably turned upon"" the home <br> he grew up in, Henry leads Bon <br> toward the Mississippi River, where they will <br> board a boat to travel to New <br> Orleans (85).  [SOURCE: Father]",4,,,,,295,,Story,295,
1859-09-01,"Mr. Compson reviews the ""year and a <br> half"" during which Henry had ""succombed"" to <br> Bon, and then vicariously ""seduced"" Judith for <br> Bon (85).  [SOURCE: Father]",4,,,,,189,,Plot,193,
1859-09-01,"Mr. Compson reviews the ""year and a <br> half"" during which Henry had ""succombed"" to <br> Bon, and then vicariously ""seduced"" Judith for <br> Bon (85).  [SOURCE: Father]",4,,,,,189,,Story,189,
06-09-09,"Mr. Compson reminds Quentin of the letter <br> he's holding, adding some details about when <br> (1865) and where (Carolina) it was written. <br>  [SOURCE: Narrator]",4,,559,,,,,Plot,194,
06-09-09,"Mr. Compson reminds Quentin of the letter <br> he's holding, adding some details about when <br> (1865) and where (Carolina) it was written. <br>  [SOURCE: Narrator]",4,,559,,,,,Story,559,
1860-12-25,Mr. Compson returns to speculating on Bon's <br> state of mind as he and Henry <br> traveled toward New Orleans.  [SOURCE: Father],4,,296,,,,,Plot,195,
1860-12-25,Mr. Compson returns to speculating on Bon's <br> state of mind as he and Henry <br> traveled toward New Orleans.  [SOURCE: Father],4,,296,,,,,Story,296,
1855-01-01,"Mr. Compson summarizes Henry's experiences in Yoknapatawpha <br> - i.e. his ""ignorance and inexperience"" of <br> the world Bon is planning to initiate <br> him into in New Orleans (86).  The emphasis is mainly on <em>sexual</em> mores <br> in Mississippi vs. the sensuality of interracial <br> sexual relations in the city.  [SOURCE: Father]",4,,,,,164,,Plot,196,
1855-01-01,"Mr. Compson summarizes Henry's experiences in Yoknapatawpha <br> - i.e. his ""ignorance and inexperience"" of <br> the world Bon is planning to initiate <br> him into in New Orleans (86).  The emphasis is mainly on <em>sexual</em> mores <br> in Mississippi vs. the sensuality of interracial <br> sexual relations in the city.  [SOURCE: Father]",4,,,,,164,,Story,164,
1860-12-27,"Mr. Compson describes Bon taking Henry to <br> a house ""in a neighborhood a little <br> decadent"" (88), and showing him the ""doomed <br> and tragic"" young mixed-race women who have <br> been bred to be sold as sexual <br> slaves (89).  [SOURCE: Father]",4,,,,,302,,Plot,197,
1860-12-27,"Mr. Compson describes Bon taking Henry to <br> a house ""in a neighborhood a little <br> decadent"" (88), and showing him the ""doomed <br> and tragic"" young mixed-race women who have <br> been bred to be sold as sexual <br> slaves (89).  [SOURCE: Father]",4,,,,,302,,Story,302,
1860-12-27,"After the auction house, Bon takes Henry <br> to a building used as a dueling <br> arena; there is a blood stain still <br> visible on the carefully tended ground.  [SOURCE: Father]",4,,,,,303,,Plot,198,
1860-12-27,"After the auction house, Bon takes Henry <br> to a building used as a dueling <br> arena; there is a blood stain still <br> visible on the carefully tended ground.  [SOURCE: Father]",4,,,,,303,,Story,303,
1860-12-27,"Behind the last of the doorways Bon <br> leads Henry through in New Orleans is <br> the place ""created for and by voluptuousness"" <br> where the woman Henry calls ""a whore"" <br> and Mr. Compson calls Bon's mistress lives <br> with their child (91).  [SOURCE: Father]",4,,,,,304,,Plot,199,
1860-12-27,"Behind the last of the doorways Bon <br> leads Henry through in New Orleans is <br> the place ""created for and by voluptuousness"" <br> where the woman Henry calls ""a whore"" <br> and Mr. Compson calls Bon's mistress lives <br> with their child (91).  [SOURCE: Father]",4,,,,,304,,Story,304,
1860-12-27,"In ""Bon's rooms"" in New Orleans, according <br> to Mr. Compson's account, Bon tries to <br> explain the nature of his (and other <br> white aristocrats) relationship with the mixed-race women <br> they purchase as sexual companions. When Henry <br> balks at the ""marriage"" Bon has entered <br> into, Bon tries to settle the subject <br> by reminding Henry that ""this woman, this <br> child, are niggers"" (94).   [SOURCE: Father]",4,,,,,305,,Plot,200,
1860-12-27,"In ""Bon's rooms"" in New Orleans, according <br> to Mr. Compson's account, Bon tries to <br> explain the nature of his (and other <br> white aristocrats) relationship with the mixed-race women <br> they purchase as sexual companions. When Henry <br> balks at the ""marriage"" Bon has entered <br> into, Bon tries to settle the subject <br> by reminding Henry that ""this woman, this <br> child, are niggers"" (94).   [SOURCE: Father]",4,,,,,305,,Story,305,
1861-02-01,Mr. Compson speculates on why Henry waited <br> through the Civil War to settle the <br> issue with Bon.  [SOURCE: Father],4,,,,,329,,Plot,201,
1861-02-01,Mr. Compson speculates on why Henry waited <br> through the Civil War to settle the <br> issue with Bon.  [SOURCE: Father],4,,,,,329,,Story,329,
1861-05-01,Henry and Bon leave New Orleans to <br> join the Confederate company organized at the <br> University of Mississippi.  Mr. Compson speculates about Henry's state of <br> mind.  (The first battle of Bull Run was <br> fought in the summer - July 21 <br> - not the spring of 1861.)  [SOURCE: Father],4,,,,,334,,Plot,202,
1861-05-01,Henry and Bon leave New Orleans to <br> join the Confederate company organized at the <br> University of Mississippi.  Mr. Compson speculates about Henry's state of <br> mind.  (The first battle of Bull Run was <br> fought in the summer - July 21 <br> - not the spring of 1861.)  [SOURCE: Father],4,,,,,334,,Story,334,
1861-01-01,"Mr. Compson speculates on Judith's reaction to <br> Henry prohibiting the marriage, and on the <br> siblings' respective characters.  [SOURCE: Father]",4,,,,,313,,Plot,203,
1861-01-01,"Mr. Compson speculates on Judith's reaction to <br> Henry prohibiting the marriage, and on the <br> siblings' respective characters.  [SOURCE: Father]",4,,,,,313,,Story,313,
1855-01-01,Mr. Compson uses the scene of Henry <br> and Judith's different reactions to their father's <br> wrestling to develop the contrast in their <br> characters.    [SOURCE: Father],4,,,,,155,,Plot,204,
1855-01-01,Mr. Compson uses the scene of Henry <br> and Judith's different reactions to their father's <br> wrestling to develop the contrast in their <br> characters.    [SOURCE: Father],4,,,,,155,,Story,155,
1861-01-01,"Mr. Compson acknowledges that Judith did accept <br> Henry's ban on the marriage, but admits <br> it does not make sense to him. <br>  [SOURCE: Father]",4,,,,,314,,Plot,205,
1861-01-01,"Mr. Compson acknowledges that Judith did accept <br> Henry's ban on the marriage, but admits <br> it does not make sense to him. <br>  [SOURCE: Father]",4,,,,,314,,Story,314,
06-09-09,"Mr. Compson interrupts the story to concede <br> that sometimes ""we"" have to attribute people's <br> actions to ""some of the old virtues"" <br> (96).  [SOURCE: Narrator]",4,,561,,,,,Plot,206,
06-09-09,"Mr. Compson interrupts the story to concede <br> that sometimes ""we"" have to attribute people's <br> actions to ""some of the old virtues"" <br> (96).  [SOURCE: Narrator]",4,,561,,,,,Story,561,
1861-01-01,"Judith submits to the new terms of <br> the relationship between her, her brother, her <br> fiance and her father.   [SOURCE: Father]",4,,,,,315,,Plot,207,
1861-01-01,"Judith submits to the new terms of <br> the relationship between her, her brother, her <br> fiance and her father.   [SOURCE: Father]",4,,,,,315,,Story,315,
1860-12-25,"Until Sutpen leaves for the Civil War, <br> he and Judith are seen together as <br> if nothing has happened - despite Ellen's <br> ""taking to her bed"" and Henry and <br> Bon's enlisting in secret (96).  [SOURCE: Father]",4,,,,,300,,Plot,208,
1860-12-25,"Until Sutpen leaves for the Civil War, <br> he and Judith are seen together as <br> if nothing has happened - despite Ellen's <br> ""taking to her bed"" and Henry and <br> Bon's enlisting in secret (96).  [SOURCE: Father]",4,,,,,300,,Story,300,
1861-05-01,"Mr. Compson details the formation of the <br> University Grays, mainly as a social rather <br> than a military event.  [SOURCE: Father]",4,,,,,336,,Plot,209,
1861-05-01,"Mr. Compson details the formation of the <br> University Grays, mainly as a social rather <br> than a military event.  [SOURCE: Father]",4,,,,,336,,Story,336,
1861-06-01,Henry and Bon come out of hiding <br> to join the University Grays as the <br> unit leaves for the war.   [SOURCE: Father],4,,,,,342,,Plot,210,
1861-06-01,Henry and Bon come out of hiding <br> to join the University Grays as the <br> unit leaves for the war.   [SOURCE: Father],4,,,,,342,,Story,342,
1861-07-01,"Bon is promoted to Lieutenant, so now <br> the relationship between him and Henry is <br> that of ""officer and man"" (98).  [SOURCE: Father]",4,,,,,344,,Plot,211,
1861-07-01,"Bon is promoted to Lieutenant, so now <br> the relationship between him and Henry is <br> that of ""officer and man"" (98).  [SOURCE: Father]",4,,,,,344,,Story,344,
1862-04-06,Henry saves the wounded Bon at the <br> Battle of Shiloh.  [SOURCE: Father],4,,,,,355,,Plot,212,
1862-04-06,Henry saves the wounded Bon at the <br> Battle of Shiloh.  [SOURCE: Father],4,,,,,355,,Story,355,
1861-07-01,"After Sutpen leaves for the war, Judith <br> ""lives alone"" at the plantation (99).  [SOURCE: Father]",4,,,,,345,,Plot,213,
1861-07-01,"After Sutpen leaves for the war, Judith <br> ""lives alone"" at the plantation (99).  [SOURCE: Father]",4,,,,,345,,Story,345,
1862-01-01,"The twenty enslaved people Sutpen brought with <br> him to Yoknapatawpha self-emancipate by ""following the <br> first Yankee troops to pass through Jefferson"" <br> (99).   [SOURCE: Father]",4,,,,,351,,Plot,214,
1862-01-01,"The twenty enslaved people Sutpen brought with <br> him to Yoknapatawpha self-emancipate by ""following the <br> first Yankee troops to pass through Jefferson"" <br> (99).   [SOURCE: Father]",4,,,,,351,,Story,351,
1861-01-01,Mr. Compson describes Judith's life at Sutpen's <br> Hundred during the years of the Civil <br> War.  [SOURCE: Father],4,,,,,320,,Plot,215,
1861-01-01,Mr. Compson describes Judith's life at Sutpen's <br> Hundred during the years of the Civil <br> War.  [SOURCE: Father],4,,,,,320,,Story,320,
1861-01-01,Mr. Compson describes Wash Jones' role in <br> the Sutpen household during the Civil War. <br>  [SOURCE: Father],4,,,,,321,,Plot,216,
1861-01-01,Mr. Compson describes Wash Jones' role in <br> the Sutpen household during the Civil War. <br>  [SOURCE: Father],4,,,,,321,,Story,321,
1852-01-01,"While Sutpen was there, Wash Jones was <br> not allowed inside the big house, but <br> he and Sutpen were together in the <br> ""scuppernong arbor behind the kitchen,"" where Jones <br> provided Sutpen with whiskey (99).   [SOURCE: Father]",4,,,,,150,,Plot,217,
1852-01-01,"While Sutpen was there, Wash Jones was <br> not allowed inside the big house, but <br> he and Sutpen were together in the <br> ""scuppernong arbor behind the kitchen,"" where Jones <br> provided Sutpen with whiskey (99).   [SOURCE: Father]",4,,,,,150,,Story,150,
1861-01-01,Mr. Compson describes the changes in Judith's <br> appearance and in the plantation during the <br> Civil War.  [SOURCE: Father],4,,,,,322,,Plot,218,
1861-01-01,Mr. Compson describes the changes in Judith's <br> appearance and in the plantation during the <br> Civil War.  [SOURCE: Father],4,,,,,322,,Story,322,
1862-01-01,"As the Civil War goes on, Judith <br> joins other ladies treating wounded soldiers in <br> the town's ""improvised hospital"" (99).  [SOURCE: Father]",4,,352,,,,,Plot,219,
1862-01-01,"As the Civil War goes on, Judith <br> joins other ladies treating wounded soldiers in <br> the town's ""improvised hospital"" (99).  [SOURCE: Father]",4,,352,,,,,Story,352,
1863-01-23,Ellen dies and is buried at Sutpen's <br> Hundred.  [SOURCE: Father],4,Ellen dies,,,,362,,Plot,220,"""middle right"""
1863-01-23,Ellen dies and is buried at Sutpen's <br> Hundred.  [SOURCE: Father],4,Ellen dies,,,,362,,Story,362,"""top left"""
1862-06-01,The men in the Confederate regiment from <br> Yoknapatawpha elect Sutpen to command the unit <br> in place of Sartoris.  [SOURCE: Father],4,,,,,359,,Plot,221,
1862-06-01,The men in the Confederate regiment from <br> Yoknapatawpha elect Sutpen to command the unit <br> in place of Sartoris.  [SOURCE: Father],4,,,,,359,,Story,359,
1863-08-01,Sutpen brings to his plantation the marble <br> tombstones he imported for his wife's and <br> his own graves.  [SOURCE: Father],4,,,,,363,,Plot,222,
1863-08-01,Sutpen brings to his plantation the marble <br> tombstones he imported for his wife's and <br> his own graves.  [SOURCE: Father],4,,,,,363,,Story,363,
1864-01-01,"After Goodhue Coldfield's death, Judith invites Rosa <br> to live at Sutpen's Hundred.  [SOURCE: Father]",4,,,,,365,,Plot,223,
1864-01-01,"After Goodhue Coldfield's death, Judith invites Rosa <br> to live at Sutpen's Hundred.  [SOURCE: Father]",4,,,,,365,,Story,365,
06-09-09,Mr. Compson again refers to the letter <br> which he holds.  [SOURCE: Narrator],4,,562,,,,,Plot,224,
06-09-09,Mr. Compson again refers to the letter <br> which he holds.  [SOURCE: Narrator],4,,562,,,,,Story,562,
1865-05-10,"Mr. Compson recounts the scene of Judith <br> bringing Bon's letter to his own mother, <br> for her to ""keep"" or ""throw away"" <br> (101).  [SOURCE: Father, Grandmother]",4,,,,,430,,Plot,225,
1865-05-10,"Mr. Compson recounts the scene of Judith <br> bringing Bon's letter to his own mother, <br> for her to ""keep"" or ""throw away"" <br> (101).  [SOURCE: Father, Grandmother]",4,,,,,430,,Story,430,
06-09-09,Quentin takes the letter from his father. <br>  [SOURCE: Narrator],4,,563,,,,,Plot,226,
06-09-09,Quentin takes the letter from his father. <br>  [SOURCE: Narrator],4,,563,,,,,Story,563,
1860-01-10,"Mr. Compson speculates about the ""other letters"" <br> that Bon sent Judith during the year <br> before their engagement was ended.  [SOURCE: Father]",4,,,,,225,,Plot,227,
1860-01-10,"Mr. Compson speculates about the ""other letters"" <br> that Bon sent Judith during the year <br> before their engagement was ended.  [SOURCE: Father]",4,,,,,225,,Story,225,
1865-03-15,"According to Mr. Compson, Judith kept and <br> then gave away her last letter from <br> Bon to make ""an undying mark on <br> the blank face of oblivion"" (102).  [SOURCE: Father]",4,,,,,394,,Plot,228,
1865-03-15,"According to Mr. Compson, Judith kept and <br> then gave away her last letter from <br> Bon to make ""an undying mark on <br> the blank face of oblivion"" (102).  [SOURCE: Father]",4,,,,,394,,Story,394,
06-09-09,"The long deferred moment of reading the <br> letter arrives; to Quentin it is a <br> ""dead tongue speaking"" (102).  [SOURCE: Narrator]",4,,565,,,,,Plot,229,
06-09-09,"The long deferred moment of reading the <br> letter arrives; to Quentin it is a <br> ""dead tongue speaking"" (102).  [SOURCE: Narrator]",4,,565,,,,,Story,565,
1865-03-02,"Bon's letter from the Civil War tells, <br> wryly, about the desperate condition of the <br> Confederate troops amidst the absurdities of war, <br> and then announces that, since he and <br> Judith are ""among those who are doomed <br> to live,"" it is time for them <br> to marry (105).  [SOURCE: Letter]",4,,391,,,,,Plot,230,
1865-03-02,"Bon's letter from the Civil War tells, <br> wryly, about the desperate condition of the <br> Confederate troops amidst the absurdities of war, <br> and then announces that, since he and <br> Judith are ""among those who are doomed <br> to live,"" it is time for them <br> to marry (105).  [SOURCE: Letter]",4,,391,,,,,Story,391,
1865-03-15,"When Judith gets Bon's letter, she and <br> Clytemnestra begin making her wedding dress ""from <br> scraps"" (105).  [SOURCE: Father]",4,,,,,393,,Plot,231,
1865-03-15,"When Judith gets Bon's letter, she and <br> Clytemnestra begin making her wedding dress ""from <br> scraps"" (105).  [SOURCE: Father]",4,,,,,393,,Story,393,
1865-03-02,Mr. Compson speculates on what happened between <br> Bon and Henry after the letter was <br> written.   [SOURCE: Father],4,,,,,392,,Plot,232,
1865-03-02,Mr. Compson speculates on what happened between <br> Bon and Henry after the letter was <br> written.   [SOURCE: Father],4,,,,,392,,Story,392,
1865-05-03,Bon and Henry ride up to the <br> gate at Sutpen's Hundred.  [SOURCE: Father],4,,,,,403,,Plot,233,
1865-05-03,Bon and Henry ride up to the <br> gate at Sutpen's Hundred.  [SOURCE: Father],4,,,,,403,,Story,403,
1865-05-03,Quentin envisions the final scene between Henry <br> and Bon at the gate to Sutpen's. <br>  [SOURCE: Narrator],4,,404,,,,,Plot,234,
1865-05-03,Quentin envisions the final scene between Henry <br> and Bon at the gate to Sutpen's. <br>  [SOURCE: Narrator],4,,404,,,,,Story,404,
1865-05-03,"It seems that Quentin's vision continues, to <br> include the scene of Wash telling Rosa <br> about the death of ""that durn French <br> feller"" - i.e. Bon (106).  [SOURCE: Narrator]",4,,409,,,,,Plot,235,
1865-05-03,"It seems that Quentin's vision continues, to <br> include the scene of Wash telling Rosa <br> about the death of ""that durn French <br> feller"" - i.e. Bon (106).  [SOURCE: Narrator]",4,,409,,,,,Story,409,
1865-05-03,Rosa locks up her house to go <br> with Jones the Sutpen's Hundred.  [SOURCE: Rosa],5,,,,,411,,Plot,236,
1865-05-03,Rosa locks up her house to go <br> with Jones the Sutpen's Hundred.  [SOURCE: Rosa],5,,,,,411,,Story,411,
1865-05-03,"In describing the ride out to Sutpen's, <br> Rosa focuses on her contempt for Wash <br> and his family.  [SOURCE: Rosa]",5,,,,,412,,Plot,237,
1865-05-03,"In describing the ride out to Sutpen's, <br> Rosa focuses on her contempt for Wash <br> and his family.  [SOURCE: Rosa]",5,,,,,412,,Story,412,
1865-05-03,"On the trip out to Sutpen's, Rosa <br> learns how Judith and Clytemnestra heard the <br> shot while sewing a wedding dress, and <br> how Henry ""burst open"" the bedroom door <br> to confront his sister (108).  [SOURCE: Rosa]",5,,,,,405,,Plot,238,
1865-05-03,"On the trip out to Sutpen's, Rosa <br> learns how Judith and Clytemnestra heard the <br> shot while sewing a wedding dress, and <br> how Henry ""burst open"" the bedroom door <br> to confront his sister (108).  [SOURCE: Rosa]",5,,,,,405,,Story,405,
1865-05-03,Rosa and Wash reach Sutpen's Hundred (108). <br> [SOURCE: Rosa],5,,,,,413,,Plot,239,
1865-05-03,Rosa and Wash reach Sutpen's Hundred (108). <br> [SOURCE: Rosa],5,,,,,413,,Story,413,
1865-05-03,"Rosa relates the scene inside the door <br> at Sutpen's between her and Clytemnestra, which <br> is charged with familial and racial tensions; <br> Rosa seems both to recognize and deny <br> her relationship - as ""sister"" and human <br> - with Clytemnestra (109).  [SOURCE: Rosa]",5,,,,,416,,Plot,240,
1865-05-03,"Rosa relates the scene inside the door <br> at Sutpen's between her and Clytemnestra, which <br> is charged with familial and racial tensions; <br> Rosa seems both to recognize and deny <br> her relationship - as ""sister"" and human <br> - with Clytemnestra (109).  [SOURCE: Rosa]",5,,,,,416,,Story,416,
1850-01-01,"Rosa recalls her childhood attitude toward Clytemnestra, <br> describing her own alienation from the place <br> Clytemnestra occupied in the Sutpen household.  [SOURCE: Rosa]",5,,,,,146,,Plot,241,
1850-01-01,"Rosa recalls her childhood attitude toward Clytemnestra, <br> describing her own alienation from the place <br> Clytemnestra occupied in the Sutpen household.  [SOURCE: Rosa]",5,,,,,146,,Story,146,
1865-05-03,Rosa resumes her description of her confrontation <br> with Clytemnestra.  [SOURCE: Rosa],5,,,,,417,,Plot,242,
1865-05-03,Rosa resumes her description of her confrontation <br> with Clytemnestra.  [SOURCE: Rosa],5,,,,,417,,Story,417,
1865-05-03,"In her despair, Rosa fantasizes a different <br> moment, when it is Henry, not Clytemnestra, <br> who meets her in the hallway, and <br> the intact Sutpen family includes Bon and <br> is happy.  [SOURCE: Rosa]",5,,,418,,,,Plot,243,
1865-05-03,"In her despair, Rosa fantasizes a different <br> moment, when it is Henry, not Clytemnestra, <br> who meets her in the hallway, and <br> the intact Sutpen family includes Bon and <br> is happy.  [SOURCE: Rosa]",5,,,418,,,,Story,418,
1865-05-03,"Rosa's fantasy about ""what might have been"" <br> gives way to a feeling that she's <br> having a nightmare about ""what cannot, must <br> not, be"" (113); but from that she <br> is pulled back to reality by Clytemnestra's <br> ""face"" and ""hand"" (114).  [SOURCE: Rosa]",5,,,,,419,,Plot,244,
1865-05-03,"Rosa's fantasy about ""what might have been"" <br> gives way to a feeling that she's <br> having a nightmare about ""what cannot, must <br> not, be"" (113); but from that she <br> is pulled back to reality by Clytemnestra's <br> ""face"" and ""hand"" (114).  [SOURCE: Rosa]",5,,,,,419,,Story,419,
1865-05-03,"Rosa goes upstairs where Judith is ""standing <br> before"" a ""closed door,"" holding the case <br> in which Rosa assumes is the ""picture <br> of herself"" that Judith gave Bon (114). <br>  [SOURCE: Rosa]",5,,,,,420,,Plot,245,
1865-05-03,"Rosa goes upstairs where Judith is ""standing <br> before"" a ""closed door,"" holding the case <br> in which Rosa assumes is the ""picture <br> of herself"" that Judith gave Bon (114). <br>  [SOURCE: Rosa]",5,,,,,420,,Story,420,
1860-06-03,"Rosa abruptly shifts the focus of her <br> story back to the summer before the <br> War, imagining herself as ""the man which <br> I perhaps should have been"" (116).  [SOURCE: Rosa]",5,,,,,248,,Plot,246,
1860-06-03,"Rosa abruptly shifts the focus of her <br> story back to the summer before the <br> War, imagining herself as ""the man which <br> I perhaps should have been"" (116).  [SOURCE: Rosa]",5,,,,,248,,Story,248,
06-09-09,Rosa interrupts her story to comment on <br> the way memory works.  [SOURCE: Rosa],5,,543,,,,,Plot,247,
06-09-09,Rosa interrupts her story to comment on <br> the way memory works.  [SOURCE: Rosa],5,,543,,,,,Story,543,
1860-06-03,"Rosa resumes the story of ""the miscast <br> summer of my barren youth"" (116).  [SOURCE: Rosa]",5,,,,,249,,Plot,248,
1860-06-03,"Rosa resumes the story of ""the miscast <br> summer of my barren youth"" (116).  [SOURCE: Rosa]",5,,,,,249,,Story,249,
1850-01-01,"In a highly figurative passage, Rosa recounts <br> her ""childhood"" as gestating in a ""lightless <br> womb"" (116).  [SOURCE: Rosa]",5,,143,,,,,Plot,249,
1850-01-01,"In a highly figurative passage, Rosa recounts <br> her ""childhood"" as gestating in a ""lightless <br> womb"" (116).  [SOURCE: Rosa]",5,,143,,,,,Story,143,
1860-06-03,"Rosa returns to the story of the <br> last summer before the War, introducing it <br> as an explicitly sex-less sexual blossoming.  [SOURCE: Rosa]",5,,,,,250,,Plot,250,
1860-06-03,"Rosa returns to the story of the <br> last summer before the War, introducing it <br> as an explicitly sex-less sexual blossoming.  [SOURCE: Rosa]",5,,,,,250,,Story,250,
1860-06-03,Rosa describes being sent to stay at <br> Sutpen's after Henry and Bon have been <br> there.  [SOURCE: Rosa],5,,,,,251,,Plot,251,
1860-06-03,Rosa describes being sent to stay at <br> Sutpen's after Henry and Bon have been <br> there.  [SOURCE: Rosa],5,,,,,251,,Story,251,
